# Iteration, avehdxdev, chisquare, lambdamod, deltalambdamod, rate, Bh, Bc, work 
21900 2.26724481522e-05 6.14678687769e-09 6.59751707945 3.55761432193e-09 0.000141944511303 2.0 0.35 2.54442696088
22000 2.26724354777e-05 6.14649228933e-09 6.59751938339 3.42867499181e-09 0.000141944590653 2.0 0.35 2.54442749302
22100 2.26724231927e-05 6.14620468774e-09 6.59752160369 3.30397426539e-09 0.000141944667566 2.0 0.35 2.54442801264
22200 2.26724112852e-05 6.14592389346e-09 6.5975237431 3.18337858632e-09 0.000141944742115 2.0 0.35 2.54442852006
22300 2.26723997437e-05 6.14564973195e-09 6.59752580427 3.06675749527e-09 0.000141944814372 2.0 0.35 2.54442901557
22400 2.2672388557e-05 6.14538203348e-09 6.59752778979 2.95398578392e-09 0.000141944884409 2.0 0.35 2.5444294995
22500 2.26723777141e-05 6.14512063295e-09 6.59752970216 2.84494107164e-09 0.000141944952293 2.0 0.35 2.54442997211
22600 2.26723672046e-05 6.14486536982e-09 6.59753154379 2.73950555556e-09 0.00014194501809 2.0 0.35 2.54443043372
22700 2.26723570181e-05 6.14461608789e-09 6.59753331704 2.63756466434e-09 0.000141945081865 2.0 0.35 2.54443088458
22800 2.26723471448e-05 6.14437263525e-09 6.59753502416 2.53900773119e-09 0.000141945143678 2.0 0.35 2.54443132497
22900 2.26723375751e-05 6.14413486413e-09 6.59753666736 2.44372705154e-09 0.000141945203592 2.0 0.35 2.54443175515
23000 2.26723282997e-05 6.14390263079e-09 6.59753824875 2.3516188253e-09 0.000141945261663 2.0 0.35 2.54443217539
23100 2.26723193096e-05 6.14367579538e-09 6.59753977041 2.26258302225e-09 0.000141945317947 2.0 0.35 2.54443258592
23200 2.2672310596e-05 6.14345422181e-09 6.59754123433 2.17652068954e-09 0.000141945372501 2.0 0.35 2.544432987
23300 2.26723021505e-05 6.14323777774e-09 6.59754264243 2.093338125e-09 0.000141945425376 2.0 0.35 2.54443337885
23400 2.26722939648e-05 6.14302633435e-09 6.59754399658 2.01294337687e-09 0.000141945476624 2.0 0.35 2.5444337617
23500 2.2672286031e-05 6.14281976633e-09 6.59754529859 1.93524745541e-09 0.000141945526296 2.0 0.35 2.54443413579
23600 2.26722783414e-05 6.14261795172e-09 6.59754655023 1.86016540988e-09 0.000141945574439 2.0 0.35 2.54443450132
23700 2.26722708884e-05 6.14242077185e-09 6.59754775317 1.78761242444e-09 0.000141945621099 2.0 0.35 2.54443485852
23800 2.2672263665e-05 6.14222811125e-09 6.59754890907 1.71750906839e-09 0.000141945666324 2.0 0.35 2.54443520757
23900 2.2672256664e-05 6.1420398575e-09 6.59755001951 1.64977658442e-09 0.000141945710155 2.0 0.35 2.54443554869
24000 2.26722498787e-05 6.14185590125e-09 6.59755108603 1.58433944636e-09 0.000141945752637 2.0 0.35 2.54443588208
24100 2.26722433024e-05 6.14167613601e-09 6.59755211012 1.521124013e-09 0.00014194579381 2.0 0.35 2.54443620791
24200 2.26722369287e-05 6.14150045817e-09 6.59755309323 1.46005947038e-09 0.000141945833714 2.0 0.35 2.54443652638
24300 2.26722307515e-05 6.14132876685e-09 6.59755403675 1.40107702406e-09 0.000141945872388 2.0 0.35 2.54443683767
24400 2.26722247647e-05 6.14116096389e-09 6.59755494203 1.34410989913e-09 0.00014194590987 2.0 0.35 2.54443714194
24500 2.26722189625e-05 6.14099695367e-09 6.59755581037 1.28909293629e-09 0.000141945946196 2.0 0.35 2.54443743938
24600 2.26722133392e-05 6.14083664315e-09 6.59755664306 1.23596407273e-09 0.000141945981402 2.0 0.35 2.54443773015
24700 2.26722078895e-05 6.14067994176e-09 6.5975574413 1.18466313047e-09 0.000141946015522 2.0 0.35 2.54443801441
24800 2.2672202608e-05 6.14052676127e-09 6.59755820629 1.13513047017e-09 0.000141946048588 2.0 0.35 2.54443829232
24900 2.26721974894e-05 6.1403770158e-09 6.59755893917 1.08730941429e-09 0.000141946080635 2.0 0.35 2.54443856404
25000 2.2672192529e-05 6.14023062176e-09 6.59755964106 1.04114530475e-09 0.000141946111691 2.0 0.35 2.5444388297
25100 2.26721877217e-05 6.1400874977e-09 6.59756031303 9.96584291308e-10 0.000141946141788 2.0 0.35 2.54443908946
25200 2.26721830631e-05 6.13994756434e-09 6.59756095612 9.53575754757e-10 0.000141946170955 2.0 0.35 2.54443934347
25300 2.26721785485e-05 6.13981074444e-09 6.59756157134 9.12068133627e-10 0.00014194619922 2.0 0.35 2.54443959185
25400 2.26721741734e-05 6.1396769628e-09 6.59756215966 8.72012828223e-10 0.000141946226612 2.0 0.35 2.54443983475
25500 2.26721699337e-05 6.1395461462e-09 6.59756272202 8.33364200621e-10 0.000141946253156 2.0 0.35 2.54444007229
25600 2.26721658252e-05 6.13941822329e-09 6.59756325934 7.96075805241e-10 0.000141946278878 2.0 0.35 2.54444030461
25700 2.26721618438e-05 6.13929312458e-09 6.5975637725 7.60103485147e-10 0.000141946303805 2.0 0.35 2.54444053182
25800 2.26721579858e-05 6.1391707824e-09 6.59756426235 7.2540483356e-10 0.000141946327959 2.0 0.35 2.54444075405
25900 2.26721542473e-05 6.13905113081e-09 6.59756472973 6.91938520739e-10 0.000141946351365 2.0 0.35 2.54444097142
26000 2.26721506247e-05 6.13893410558e-09 6.59756517542 6.59664293976e-10 0.000141946374046 2.0 0.35 2.54444118404
26100 2.26721471144e-05 6.13881964415e-09 6.59756560021 6.28542977595e-10 0.000141946396023 2.0 0.35 2.54444139203
26200 2.2672143713e-05 6.13870768555e-09 6.59756600483 5.9853808841e-10 0.000141946417319 2.0 0.35 2.54444159549
26300 2.26721404173e-05 6.1385981704e-09 6.59756639003 5.69612604793e-10 0.000141946437953 2.0 0.35 2.54444179453
26400 2.26721372238e-05 6.13849104079e-09 6.59756675649 5.41730312893e-10 0.000141946457946 2.0 0.35 2.54444198926
26500 2.26721341296e-05 6.13838624039e-09 6.59756710489 5.14858364449e-10 0.000141946477319 2.0 0.35 2.54444217978
26600 2.26721311316e-05 6.13828371419e-09 6.59756743589 4.88962834262e-10 0.000141946496089 2.0 0.35 2.54444236618
26700 2.26721282268e-05 6.13818340869e-09 6.59756775012 4.64012354987e-10 0.000141946514275 2.0 0.35 2.54444254856
26800 2.26721254125e-05 6.13808527168e-09 6.5975680482 4.39975424686e-10 0.000141946531895 2.0 0.35 2.54444272702
26900 2.26721226858e-05 6.13798925232e-09 6.59756833071 4.16822291542e-10 0.000141946548967 2.0 0.35 2.54444290164
27000 2.2672120044e-05 6.13789530103e-09 6.59756859824 3.9452374225e-10 0.000141946565506 2.0 0.35 2.54444307252
27100 2.26721174846e-05 6.1378033695e-09 6.59756885133 3.73051505888e-10 0.000141946581531 2.0 0.35 2.54444323974
27200 2.2672115005e-05 6.13771341064e-09 6.59756909052 3.52377984665e-10 0.000141946597055 2.0 0.35 2.54444340339
27300 2.26721126029e-05 6.13762537856e-09 6.59756931634 3.32477465525e-10 0.000141946612094 2.0 0.35 2.54444356355
27400 2.26721102758e-05 6.1375392285e-09 6.59756952927 3.13323831561e-10 0.000141946626664 2.0 0.35 2.54444372031
27500 2.26721080214e-05 6.13745491684e-09 6.59756972981 2.94892446731e-10 0.000141946640778 2.0 0.35 2.54444387373
27600 2.26721058375e-05 6.13737240105e-09 6.59756991842 2.77158809632e-10 0.000141946654451 2.0 0.35 2.54444402389
27700 2.26721037219e-05 6.13729163967e-09 6.59757009555 2.60100034341e-10 0.000141946667696 2.0 0.35 2.54444417088
27800 2.26721016727e-05 6.13721259227e-09 6.59757026166 2.43693908061e-10 0.000141946680527 2.0 0.35 2.54444431477
27900 2.26720996877e-05 6.13713521947e-09 6.59757041714 2.27918756496e-10 0.000141946692954 2.0 0.35 2.54444445561
28000 2.2672097765e-05 6.13705948279e-09 6.59757056243 2.12752905364e-10 0.000141946704992 2.0 0.35 2.54444459349
28100 2.26720959026e-05 6.13698534476e-09 6.59757069791 1.98176026614e-10 0.000141946716652 2.0 0.35 2.54444472847
28200 2.26720940988e-05 6.13691276884e-09 6.59757082396 1.84168330694e-10 0.000141946727946 2.0 0.35 2.54444486062
28300 2.26720923517e-05 6.13684171937e-09 6.59757094095 1.70710970419e-10 0.000141946738884 2.0 0.35 2.54444499001
28400 2.26720906595e-05 6.1367721616e-09 6.59757104924 1.57784963988e-10 0.000141946749478 2.0 0.35 2.54444511668
28500 2.26720890207e-05 6.13670406162e-09 6.59757114918 1.45372541209e-10 0.000141946759739 2.0 0.35 2.54444524071
28600 2.26720874335e-05 6.13663738636e-09 6.59757124109 1.3345620114e-10 0.000141946769676 2.0 0.35 2.54444536216
28700 2.26720858965e-05 6.13657210356e-09 6.5975713253 1.22019789068e-10 0.000141946779299 2.0 0.35 2.54444548108
28800 2.2672084408e-05 6.13650818175e-09 6.59757140213 1.11045938689e-10 0.000141946788618 2.0 0.35 2.54444559753
28900 2.26720829665e-05 6.13644559025e-09 6.59757147186 1.00519572278e-10 0.000141946797643 2.0 0.35 2.54444571157
