# Iteration, avehdxdev, chisquare, lambdamod, deltalambdamod, rate, Bh, Bc 
    0 0 0.00216566510677 0 0 0.001 2.0 0.35 # INITIAL chisquare before reweighting
   37 0.00544995019957 0.00013268963246 5.39878559774 -0.00499010782513 0.000138323525415 2.0 0.35 
   38 0.00468261406424 0.000110809057789 5.46054940984 0.0113109153429 0.000160990488347 2.0 0.35 
   39 0.00560522695007 0.000140750594189 5.4338945882 -0.00490528868574 0.000134491668519 2.0 0.35 
   40 0.00457020973341 0.00010572181944 5.49379051255 0.0109024769366 0.000164950050198 2.0 0.35 
   41 0.00574320006615 0.000148114572588 5.46685972429 -0.00492618973613 0.000131260676323 2.0 0.35 
   42 0.00446905373976 0.000101234941216 5.52534061234 0.0105841236143 0.000168683656281 2.0 0.35 
   43 0.00586719849665 0.000154925574332 5.49786857851 -0.00499685167765 0.000128486589532 2.0 0.35 
   44 0.00437762745889 9.72572580069e-05 5.55525549789 0.0103302034267 0.000172206596386 2.0 0.35 
   45 0.00597947181257 0.000161235322549 5.5274827537 -0.00502448319213 0.000126074066167 2.0 0.35 
   46 0.00429432087344 9.36929656132e-05 5.5837236285 0.010072288412 0.000175547274449 2.0 0.35 
   47 0.00608172256461 0.000167103453761 5.55558331675 -0.00506523080392 0.000123954408793 2.0 0.35 
   48 0.00421839801772 9.04826115175e-05 5.61095513237 0.00986851869398 0.000178706779629 2.0 0.35 
   49 0.00617471217215 0.000172526570351 5.58247567131 -0.00510158265519 0.000122087686668 2.0 0.35 
   50 0.00414867340711 8.75871136157e-05 5.63730970543 0.00972698627201 0.000181710212149 2.0 0.35 
   51 0.00626050995626 0.00017760475832 5.60796344325 -0.00523296246016 0.00012041452377 2.0 0.35 
   52 0.00408380106542 8.49391345545e-05 5.66315851328 0.00974634029708 0.000184596730562 2.0 0.35 
   53 0.00634053137154 0.000182413938582 5.63215404996 -0.00550490328295 0.000118894818236 2.0 0.35 
   54 0.00402309257992 8.24956592001e-05 5.68806902194 0.00983022037365 0.000187382296073 2.0 0.35 
   55 0.00641543693158 0.000186975693608 5.65536260337 -0.00578325756832 0.000117506622383 2.0 0.35 
   56 0.00396614332871 8.02306094823e-05 5.71225832671 0.00996028542317 0.000190072890075 2.0 0.35 
   57 0.00648558329201 0.000191299977782 5.67893229008 -0.00586836308845 0.000116235701709 2.0 0.35 
   58 0.00391248702472 7.81298410167e-05 5.73567696487 0.00989328289197 0.000192679571888 2.0 0.35 
   59 0.00655172730142 0.000195434616806 5.70192519705 -0.00591936348757 0.000115062225618 2.0 0.35 
   60 0.00386172274255 7.61721449669e-05 5.75800983812 0.00974028225911 0.000195212441493 2.0 0.35 
   61 0.00661437337299 0.000199401152975 5.72433793504 -0.0058822353726 0.000113972447945 2.0 0.35 
   62 0.00381348275878 7.43386566542e-05 5.77962330988 0.00956556714439 0.000197681849539 2.0 0.35 
   63 0.00667403627944 0.000203220134947 5.74616524755 -0.005822676669 0.000112953585114 2.0 0.35 
   64 0.00376735287532 7.26096578257e-05 5.80026397198 0.00932694178835 0.000200102392818 2.0 0.35 
   65 0.00673125788312 0.000206916794624 5.76703223142 -0.00576236428355 0.000111993380439 2.0 0.35 
   66 0.00372291003739 7.09660200355e-05 5.82006754951 0.00911249184505 0.000202491147347 2.0 0.35 
   67 0.0067864471271 0.00021051830992 5.78699468545 -0.00571503273328 0.000111082619642 2.0 0.35 
   68 0.00367991545458 6.93963456737e-05 5.83923065334 0.00894569353227 0.000204856968657 2.0 0.35 
   69 0.0068400277524 0.000214039221324 5.80633522375 -0.00566543754722 0.00011021246583 2.0 0.35 
   70 0.00363797432542 6.78839882099e-05 5.85766940481 0.00876358454364 0.000207218704012 2.0 0.35 
   71 0.00689319977567 0.000217506601723 5.82515833656 -0.00558114756246 0.000109362320762 2.0 0.35 
   72 0.00359574269871 6.63784457837e-05 5.87585917541 0.00862866813783 0.000209652466293 2.0 0.35 
   73 0.00694710099193 0.000221021245489 5.84321377267 -0.00558689173662 0.000108513799615 2.0 0.35 
   74 0.00355280398575 6.48580195723e-05 5.893309974 0.00850052034518 0.000212186297911 2.0 0.35 
   75 0.00700159389315 0.000224591838123 5.86083793372 -0.00554051155223 0.000107669244524 2.0 0.35 
   76 0.0035094871685 6.33333639585e-05 5.91005960345 0.00832845572323 0.000214805266054 2.0 0.35 
   77 0.0070560338429 0.000228184777714 5.8781416026 -0.00542994759356 0.000106838535886 2.0 0.35 
   78 0.00346615712826 6.18257781953e-05 5.92633324394 0.008131780538 0.000217490522514 2.0 0.35 
   79 0.00711038774777 0.00023179917526 5.89475876361 -0.00535636513562 0.00010602183055 2.0 0.35 
   80 0.00342281425167 6.03367644091e-05 5.94200354931 0.0079509857746 0.000220244591004 2.0 0.35 
   81 0.00716471690393 0.000235440864713 5.91072415221 -0.00529197375716 0.000105217880211 2.0 0.35 
   82 0.00337957174047 5.88652731292e-05 5.95706819055 0.00777967229145 0.000223062678597 2.0 0.35 
   83 0.00721859311915 0.000239081126494 5.92606867182 -0.00523104277856 0.000104432582984 2.0 0.35 
   84 0.00333672398266 5.74229791045e-05 5.97162120577 0.00762816869697 0.000225927085626 2.0 0.35 
   85 0.00727176749864 0.000242702348316 5.94082139479 -0.00518443644944 0.000103668925757 2.0 0.35 
   86 0.00329438620081 5.60162037348e-05 5.98569545845 0.00749688385738 0.00022883058603 2.0 0.35 
   87 0.00732429460858 0.000246306928396 5.95515801463 -0.00512789815866 0.000102925450877 2.0 0.35 
   88 0.00325254298734 5.46429152076e-05 5.99935523956 0.00736699581366 0.000231774438609 2.0 0.35 
   89 0.00737625497901 0.000249891690946 5.9692399892 -0.00504507281002 0.00010220041567 2.0 0.35 
   90 0.00321110170699 5.32987477437e-05 6.0128168849 0.00724733457545 0.000234765633022 2.0 0.35 
   91 0.00742763624874 0.000253459926945 5.9827965717 -0.00501777268339 0.000101493436094 2.0 0.35 
   92 0.00317015633321 5.19849178808e-05 6.02578345468 0.00713382472269 0.000237797838877 2.0 0.35 
   93 0.00747819453575 0.000256996252262 5.99585028234 -0.00499231483956 0.000100807263215 2.0 0.35 
   94 0.00312983836969 5.07077866516e-05 6.03827696782 0.00702629006706 0.00024086110396 2.0 0.35 
   95 0.00752797534309 0.000260502509595 6.00842313594 -0.00496866335816 0.000100140647463 2.0 0.35 
   96 0.00309014762422 4.94655104759e-05 6.05031769294 0.00692435655762 0.000243954793303 2.0 0.35 
   97 0.00757690327244 0.000263972224526 6.02053551924 -0.00494676488556 9.94939882212e-05 2.0 0.35 
   98 0.00305112325381 4.82593353786e-05 6.06192503029 0.00682778339298 0.000247075015406 2.0 0.35 
   99 0.00762499582403 0.000267405345732 6.03220692023 -0.00492657338376 9.8866457417e-05 2.0 0.35 
  100 0.00301274759914 4.70881244548e-05 6.07311738617 0.00673632063011 0.000250222197557 2.0 0.35 
  101 0.0076722955551 0.000270803665975 6.04345584715 -0.00490804264414 9.82569453337e-05 2.0 0.35 
  102 0.00297503792863 4.59501561686e-05 6.08368998898 0.00661344379904 0.000252133187528 2.0 0.35 
  103 0.00766236425238 0.000270160581878 6.05440229044 -0.00483742195177 9.74077845617e-05 2.0 0.35 
  104 0.00288814979879 4.33902233911e-05 6.09384779738 0.00647300494691 0.00025714061768 2.0 0.35 
  105 0.00765709524522 0.000269860959979 6.06492077907 -0.0047695624327 9.65073269401e-05 2.0 0.35 
  106 0.00279880032218 4.08292283653e-05 6.10360887895 0.00633856143916 0.000262715900694 2.0 0.35 
  107 0.00765545174008 0.000269826585995 6.07503012674 -0.00470429802332 9.55699567298e-05 2.0 0.35 
  108 0.00270766641094 3.82945221269e-05 6.11300613203 0.00621232900428 0.00026886297087 2.0 0.35 
  109 0.0076567447966 0.000270006257809 6.08473805788 -0.00464573394706 9.46053979427e-05 2.0 0.35 
  110 0.00261520563791 3.58043389175e-05 6.12226397984 0.00612941912991 0.000275605692407 2.0 0.35 
  111 0.00766049201523 0.000270364606614 6.0940936115 -0.00462256902016 9.36205743557e-05 2.0 0.35 
  112 0.00252174153337 3.337138382e-05 6.13125718949 0.00606133079121 0.000282983642395 2.0 0.35 
  113 0.00766634638426 0.00027087650195 6.1031275451 -0.00460905399474 9.26205603311e-05 2.0 0.35 
  114 0.00242750770277 3.10047027766e-05 6.13992984834 0.00599392894585 0.000291051045369 2.0 0.35 
  115 0.00767405529681 0.000271523879712 6.11191308881 -0.00458395908494 9.16091374647e-05 2.0 0.35 
  116 0.00233268067321 2.87108039788e-05 6.14834958514 0.0059262239108 0.000299876453129 2.0 0.35 
  117 0.00768340448022 0.000272291633054 6.12052895075 -0.00454546242808 9.05895074532e-05 2.0 0.35 
  118 0.00223748357409 2.64949567601e-05 6.15663111604 0.00586394809317 0.000309532088027 2.0 0.35 
  119 0.00769389376712 0.000273143332624 6.12888753908 -0.00452669049372 8.95680843592e-05 2.0 0.35 
  120 0.00214225194069 2.43669822398e-05 6.16466407743 0.00580348546178 0.000320083188536 2.0 0.35 
  121 0.00770526776911 0.000274062207035 6.13720022531 -0.00447498062868 8.85481744821e-05 2.0 0.35 
  122 0.0020471635074 2.23313377091e-05 6.17269221593 0.00574983967726 0.000331626139165 2.0 0.35 
  123 0.00771745099548 0.000275039328784 6.14535390996 -0.00444861376132 8.7530889905e-05 2.0 0.35 
  124 0.00195224717527 2.03883755505e-05 6.18050033076 0.00568666271717 0.000344297888631 2.0 0.35 
  125 0.00773043440316 0.000276074181913 6.15328878698 -0.00442227640004 8.65165517241e-05 2.0 0.35 
  126 0.00185750586685 1.85376500617e-05 6.18811710356 0.00562825751307 0.000358267031186 2.0 0.35 
  127 0.00774415014529 0.000277166229477 6.16103229159 -0.00439614835426 8.55061225119e-05 2.0 0.35 
  128 0.00176325434034 1.67799165194e-05 6.19555487082 0.00557215293064 0.000373671481584 2.0 0.35 
  129 0.00775712126497 0.000278209921133 6.16854426047 -0.004378765752 8.45158712953e-05 2.0 0.35 
  130 0.00167117373917 1.51353817677e-05 6.20278106321 0.00551958909905 0.000390347308784 2.0 0.35 
  131 0.00776506057601 0.000278896535505 6.17582584235 -0.004364634228 8.3591454529e-05 2.0 0.35 
  132 0.00158434381863 1.36575744902e-05 6.20979775418 0.00547069537059 0.000407653555688 2.0 0.35 
  133 0.00776638729531 0.000279109650157 6.18288161431 -0.00435333256336 8.27476297486e-05 2.0 0.35 
  134 0.00150388914471 1.23533686138e-05 6.21660800868 0.00542520846154 0.000425199475817 2.0 0.35 
  135 0.00776067428689 0.000278816520189 6.18971697319 -0.00434446932121 8.19866283396e-05 2.0 0.35 
  136 0.0014301775974 1.12123972417e-05 6.22321196427 0.00538226743324 0.000442676482719 2.0 0.35 
  137 0.00774741118219 0.000277979982705 6.19633482169 -0.00433758719522 8.13118334152e-05 2.0 0.35 
  138 0.00136360084187 1.02255353894e-05 6.22960751852 0.00534105828111 0.000459681512149 2.0 0.35 
  139 0.00772632643327 0.000276581700969 6.20273615827 -0.00433217850284 8.07244664655e-05 2.0 0.35 
  140 0.00130435479786 9.3813239694e-06 6.23579072592 0.00530078206519 0.000475791231957 2.0 0.35 
  141 0.00769736778594 0.000274620915548 6.20892038083 -0.00432770005771 8.02239191761e-05 2.0 0.35 
  142 0.001252467088 8.6670137605e-06 6.24175601522 0.00526064048545 0.000490584393776 2.0 0.35 
  143 0.00766058630059 0.000272105966786 6.21488543207 -0.00432358463306 7.98090203105e-05 2.0 0.35 
  144 0.00120796542454 8.07033778578e-06 6.24749429873 0.00521951123199 0.000503608931523 2.0 0.35 
  145 0.00761547154073 0.000269006636939 6.22068481813 -0.00430973138631 7.94849794316e-05 2.0 0.35 
  146 0.00117119560636 7.58633355751e-06 6.25299714882 0.00516749487056 0.000514264291221 2.0 0.35 
  147 0.00756215714187 0.000265340167927 6.22628399252 -0.00429038513659 7.92508710726e-05 2.0 0.35 
  148 0.00114195351731 7.20482513798e-06 6.25828790075 0.00511384403102 0.000522198059803 2.0 0.35 
  149 0.00750143407201 0.00026117210713 6.23164564742 -0.00427531583701 7.90994241704e-05 2.0 0.35 
  150 0.00111950839225 6.91127980545e-06 6.26338429485 0.00506733196171 0.000527380664792 2.0 0.35 
  151 0.00743443513371 0.000256596221825 6.23682957637 -0.00425772712741 7.90200897477e-05 2.0 0.35 
  152 0.00110292315695 6.69025631489e-06 6.26823100277 0.00500961537379 0.000529997935781 2.0 0.35 
  153 0.00736208152377 0.000251687308504 6.24179817214 -0.00423481021023 7.90046674458e-05 2.0 0.35 
  154 0.00109136521993 6.53003770369e-06 6.27283185543 0.00494731630092 0.000530294594827 2.0 0.35 
  155 0.00728564665498 0.000246542645568 6.24653796913 -0.00420935347414 7.90411305459e-05 2.0 0.35 
  156 0.00108374826255 6.41690842069e-06 6.27719384733 0.00488369149508 0.000528721257921 2.0 0.35 
  157 0.0072063523703 0.000241253366592 6.25105422361 -0.00418163445503 7.91176958013e-05 2.0 0.35 
  158 0.00107906663225 6.33858745319e-06 6.28132555017 0.00481925770572 0.000525744574596 2.0 0.35 
  159 0.00712509367924 0.00023588586949 6.25535361799 -0.00415195267382 7.92257615242e-05 2.0 0.35 
  160 0.00107656696389 6.28636636571e-06 6.28523717117 0.00475456253568 0.000521734902434 2.0 0.35 
  161 0.00704269031122 0.000230499061148 6.25972179768 -0.00407611940554 7.93571908712e-05 2.0 0.35 
  162 0.00107554902488 6.25250311966e-06 6.28900030824 0.00465551107117 0.000517045312213 2.0 0.35 
  163 0.0069599733873 0.000225150117312 6.26449389874 -0.00391195360741 7.95033035603e-05 2.0 0.35 
  164 0.00107532279114 6.22928254104e-06 6.29273818994 0.00448839445618 0.000512021080399 2.0 0.35 
  165 0.00687762058802 0.000219883862899 6.26904132331 -0.00377998252189 7.96567194737e-05 2.0 0.35 
  166 0.00107533207915 6.2104504273e-06 6.29674614865 0.00439986378487 0.00050693463815 2.0 0.35 
  167 0.00679614819536 0.000214732794168 6.27346675841 -0.00371076968143 7.98115355531e-05 2.0 0.35 
  168 0.00107515778269 6.1912426297e-06 6.30089555986 0.0043531591969 0.000501984424705 2.0 0.35 
  169 0.00671593257847 0.000209718660191 6.27769105849 -0.00369634331474 7.99631798139e-05 2.0 0.35 
  170 0.00107456170724 6.16816463662e-06 6.30490695283 0.00431662109342 0.000497277674292 2.0 0.35 
  171 0.00663673926287 0.000204824877082 6.28172393471 -0.00369055029586 8.01142007078e-05 2.0 0.35 
  172 0.00107379753184 6.14336520943e-06 6.30876728942 0.00428663056867 0.000492692324814 2.0 0.35 
  173 0.0065580255623 0.000200016709567 6.2855825275 -0.00368856216952 8.02710661646e-05 2.0 0.35 
  174 0.0010732384904 6.12181197002e-06 6.31252303713 0.00426778793148 0.000488056200931 2.0 0.35 
  175 0.0064800195541 0.000195306935303 6.28950142388 -0.00366032403887 8.04310422729e-05 2.0 0.35 
  176 0.0010727756054 6.10133841214e-06 6.31610927482 0.00421269642185 0.000483420498641 2.0 0.35 
  177 0.00640228963583 0.000190668627306 6.29338220457 -0.00361126489841 8.05995416322e-05 2.0 0.35 
  178 0.0010727900711 6.08587120258e-06 6.31953165226 0.00413787747625 0.000478615856154 2.0 0.35 
  179 0.00632438626735 0.000186074840249 6.29709425332 -0.00356313531842 8.07825166838e-05 2.0 0.35 
  180 0.00107358686441 6.07949008329e-06 6.32289251754 0.0040801364492 0.000473513663182 2.0 0.35 
  181 0.00624648184867 0.000181535942776 6.30064603809 -0.00353082514382 8.09782076767e-05 2.0 0.35 
  182 0.00107502518982 6.0805503734e-06 6.32610294355 0.00402410546952 0.000468186557341 2.0 0.35 
  183 0.00616865630082 0.000177056616371 6.30404558581 -0.00349892103953 8.11859628335e-05 2.0 0.35 
  184 0.00107701903285 6.08828194315e-06 6.32917085985 0.00396975758698 0.000462681440519 2.0 0.35 
  185 0.00609108918644 0.000172646956294 6.30730083164 -0.00346741479331 8.14037546909e-05 2.0 0.35 
  186 0.0010794108668 6.10099692671e-06 6.33210387966 0.00391703113121 0.000457074031514 2.0 0.35 
  187 0.00601394740889 0.000168315860207 6.31068985589 -0.00339329364347 8.16295957868e-05 2.0 0.35 
  188 0.00108205509469 6.11712000361e-06 6.33490927709 0.00382316780551 0.000451431475006 2.0 0.35 
  189 0.00593737985094 0.000164070761334 6.31403080752 -0.00330667844406 8.18616160809e-05 2.0 0.35 
  190 0.00108482201308 6.13523210693e-06 6.33781766246 0.00375316176719 0.000445810812409 2.0 0.35 
  191 0.00586151534563 0.000159917580398 6.31723846126 -0.00325762614878 8.20981023098e-05 2.0 0.35 
  192 0.00108759923652 6.15408750852e-06 6.34072646919 0.00370430865353 0.000440258823888 2.0 0.35 
  193 0.00578646229087 0.000155860780171 6.32031989189 -0.00322872538883 8.23375185136e-05 2.0 0.35 
  194 0.00109029183592 6.17261818964e-06 6.34351736038 0.00365687790664 0.000434812558867 2.0 0.35 
  195 0.00571230933306 0.000151903476749 6.32328183729 -0.00320016149953 8.25785134379e-05 2.0 0.35 
  196 0.00109282161784 6.18992955358e-06 6.34619670172 0.00361080273875 0.00042950026745 2.0 0.35 
  197 0.00563912668833 0.000148047584345 6.32613069286 -0.00317192448848 8.28199192647e-05 2.0 0.35 
  198 0.00109512685392 6.20529098267e-06 6.34877049634 0.00356601384313 0.000424342141746 2.0 0.35 
  199 0.00556696190992 0.000144293665777 6.32887249212 -0.00314400459783 8.30608327664e-05 2.0 0.35 
  200 0.00109716319653 6.21817907784e-06 6.35124442519 0.00352244876243 0.000419350570281 2.0 0.35 
  201 0.0054958537346 0.000140641720671 6.3315129448 -0.0031163926474 8.33004296289e-05 2.0 0.35 
  202 0.00109889430293 6.22814977889e-06 6.3536238405 0.00348004481517 0.000414534254481 2.0 0.35 
  203 0.00542582802224 0.00013709101657 6.33405743044 -0.00308907999054 8.35380357949e-05 2.0 0.35 
  204 0.00110030477488 6.23487908602e-06 6.35591357182 0.00343870965812 0.000409893682148 2.0 0.35 
  205 0.00535683722675 0.000133637120513 6.3365108126 -0.00306205730504 8.3774088308e-05 2.0 0.35 
  206 0.00110145171228 6.23874098768e-06 6.35811775557 0.00339832381255 0.000405402699383 2.0 0.35 
  207 0.00528871479589 0.000130269881958 6.33887727392 -0.00303531379685 8.40109487481e-05 2.0 0.35 
  208 0.00110245575783 6.24124573772e-06 6.36024062685 0.00335889067411 0.000401013326176 2.0 0.35 
  209 0.00522143108566 0.000126985975372 6.34116109108 -0.0030088394698 8.42489239902e-05 2.0 0.35 
  210 0.00110333129544 6.24258915151e-06 6.36228629039 0.00332037861019 0.000396718007995 2.0 0.35 
  211 0.00515498616993 0.000123783962676 6.34336637303 -0.00298263039527 8.44878551958e-05 2.0 0.35 
  212 0.00110407173176 6.24270557674e-06 6.36425862769 0.0032827475878 0.000392516969816 2.0 0.35 
  213 0.0050893862079 0.000120662719418 6.34549700214 -0.00295668338405 8.47274737683e-05 2.0 0.35 
  214 0.00110466713401 6.2414728119e-06 6.36616127108 0.00324595436026 0.000388411581799 2.0 0.35 
  215 0.0050246339567 0.000117620841317 6.34755662115 -0.0029309939303 8.49675535149e-05 2.0 0.35 
  216 0.00110510990042 6.23879455628e-06 6.36799762935 0.00320995851328 0.00038440232989 2.0 0.35 
  217 0.0049607294157 0.000114656810162 6.3495486497 -0.00290555765013 8.52079035797e-05 2.0 0.35 
  218 0.00110539480652 6.23460145791e-06 6.36977090501 0.00317472254707 0.000380488852714 2.0 0.35 
  219 0.00489766996094 0.000111769007562 6.35148171163 -0.00287951602706 8.544836943e-05 2.0 0.35 
  220 0.00110551887349 6.22884994318e-06 6.37148410986 0.00313936249214 0.000376670035212 2.0 0.35 
  221 0.00483545189435 0.000108955732656 6.35336536394 -0.00285183440234 8.56888087182e-05 2.0 0.35 
  222 0.00110547962646 6.22150359109e-06 6.37314008437 0.00310282218316 0.000372944637856 2.0 0.35 
  223 0.00477407303304 0.000106215299236 6.35519040756 -0.00282441212029 8.59290459951e-05 2.0 0.35 
  224 0.00110527262689 6.21250658352e-06 6.37474151821 0.00306696523954 0.000369312130208 2.0 0.35 
  225 0.00471352584646 0.000103546159933 6.35695951765 -0.00279724929987 8.61689959029e-05 2.0 0.35 
  226 0.00110490030657 6.2018784957e-06 6.37629093038 0.00303176453929 0.0003657697364 2.0 0.35 
  227 0.00465379971244 0.000100946458433 6.35867521684 -0.00277034334047 8.64086287489e-05 2.0 0.35 
  228 0.001104366527 6.1896559568e-06 6.37779069725 0.00299719468991 0.000362314324801 2.0 0.35 
  229 0.00459488264344 9.84143215329e-05 6.3603398857 -0.00274369166772 8.66479424659e-05 2.0 0.35 
  230 0.00110367631834 6.17588964127e-06 6.37924306187 0.00296323184088 0.000358942507526 2.0 0.35 
  231 0.00453676156114 9.59478737872e-05 6.36195577198 -0.00271729174294 8.68869595191e-05 2.0 0.35 
  232 0.0011028356505 6.16064160946e-06 6.38065014252 0.00292985356172 0.000355650723159 2.0 0.35 
  233 0.00447942254074 9.35452498493e-05 6.36352499907 -0.00269114106679 8.71257240008e-05 2.0 0.35 
  234 0.00110185122938 6.14398291602e-06 6.38201394071 0.00289703874197 0.00035243530636 2.0 0.35 
  235 0.00442285102784 9.12046047922e-05 6.36504957393 -0.00266523718044 8.73642989015e-05 2.0 0.35 
  236 0.00110073031599 6.12599146819e-06 6.38333634845 0.00286476750147 0.000349292546171 2.0 0.35 
  237 0.00436703202931 8.89241226133e-05 6.36653139437 -0.00263957766547 8.76027635658e-05 2.0 0.35 
  238 0.00109948056743 6.10675012562e-06 6.38461915521 0.00283302110765 0.000346218734349 2.0 0.35 
  239 0.00431195027977 8.6702023114e-05 6.36797225594 -0.00261416014288 8.78412113408e-05 2.0 0.35 
  240 0.00109810989814 6.08634503182e-06 6.38586405426 0.00280178189842 0.000343210204952 2.0 0.35 
  241 0.00425759038547 8.45365673397e-05 6.36937385826 -0.00258898227166 8.80797474203e-05 2.0 0.35 
  242 0.00109662636014 6.06486416475e-06 6.38707264868 0.00277103321028 0.00034026336631 2.0 0.35 
  243 0.00420393698752 8.24260617561e-05 6.37073781113 -0.00256404172244 8.8318486038e-05 2.0 0.35 
  244 0.00109503799225 6.04239557783e-06 6.38824645709 0.00274075931166 0.00033737474129 2.0 0.35 
  245 0.00415097486418 8.03688634369e-05 6.37206564008 -0.00253933620948 8.85575486662e-05 2.0 0.35 
  246 0.00109335275175 6.01902654037e-06 6.38938691878 0.00271094533966 0.000334540980896 2.0 0.35 
  247 0.00409868892232 7.83633812501e-05 6.37335879116 -0.00251486353449 8.87970644303e-05 2.0 0.35 
  248 0.00109157855102 5.99484380991e-06 6.39049539818 0.00268157724076 0.000331758845734 2.0 0.35 
  249 0.00404706430252 7.64080724765e-05 6.37461863601 -0.00249062148964 8.9037168045e-05 2.0 0.35 
  250 0.00108972312011 5.96993207618e-06 6.3915731897 0.00265264171757 0.000329025241104 2.0 0.35 
  251 0.00399608645981 7.45014469769e-05 6.37584647643 -0.00246660789595 8.92779980921e-05 2.0 0.35 
  252 0.00108779395797 5.94437336498e-06 6.39262152191 0.00262412617751 0.000326337224461 2.0 0.35 
  253 0.00394574121003 7.2642067287e-05 6.37704354856 -0.00244282060152 8.95196959105e-05 2.0 0.35 
  254 0.00108579829383 5.91824656776e-06 6.39364156152 0.0025960186856 0.000323692009925 2.0 0.35 
  255 0.0038960147656 7.08285482385e-05 6.37821982527 -0.00241787468396 8.97624046297e-05 2.0 0.35 
  256 0.00108374305745 5.89162708112e-06 6.3946405022 0.00256788116855 0.000321086970353 2.0 0.35 
  257 0.003846893762 6.90595561946e-05 6.37937834648 -0.00239242052914 9.00062683347e-05 2.0 0.35 
  258 0.00108163576477 5.86458654223e-06 6.39561849003 0.00253926083467 0.000318519370113 2.0 0.35 
  259 0.00379837308225 6.73336581366e-05 6.380509378 -0.00236801031597 9.02512458748e-05 2.0 0.35 
  260 0.00107947189334 5.83707802643e-06 6.39657381395 0.00251141258056 0.000315990062473 2.0 0.35 
