# Times: 0.167 1.0 10.0 60.0 120.0
 0.25038  0.25227  0.27190  0.35926  0.42879
 0.20032  0.20193  0.21872  0.29450  0.35696
 0.14342  0.14623  0.17518  0.29865  0.39112
 0.04084  0.10540  0.25138  0.43173  0.51638
 0.00232  0.01370  0.12002  0.41055  0.54123
 0.05196  0.13403  0.31877  0.54260  0.64370
 0.04401  0.11365  0.27215  0.47293  0.57071
 0.08137  0.20894  0.48449  0.76251  0.84871
 0.07033  0.17769  0.38087  0.55544  0.64203
 0.01618  0.08756  0.40264  0.64996  0.75368
 0.00056  0.00333  0.03252  0.17297  0.30283
 0.00500  0.02883  0.19936  0.42144  0.51156
 0.00463  0.02668  0.18717  0.43049  0.53392
 0.00738  0.04250  0.29160  0.58949  0.68636
 0.11253  0.22059  0.37890  0.57579  0.65272
 0.00584  0.03386  0.24597  0.54712  0.63542
 0.34995  0.51646  0.60573  0.66194  0.71085
 0.33713  0.54183  0.68740  0.81350  0.86669
 0.40281  0.51302  0.60840  0.78054  0.82610
 0.27699  0.50087  0.73022  0.79945  0.84227
 0.34894  0.55439  0.79793  0.81089  0.82119
 0.27333  0.36339  0.53204  0.64903  0.72397
 0.05552  0.20767  0.45421  0.69371  0.76655
 0.06253  0.22928  0.43723  0.64394  0.72766
 0.00456  0.02612  0.16729  0.25183  0.25433
 0.11711  0.18491  0.35253  0.40285  0.40596
 0.10687  0.17049  0.34172  0.43872  0.45623
 0.09693  0.19756  0.45558  0.55886  0.57275
 0.25535  0.29364  0.46372  0.50313  0.50625
 0.23057  0.34890  0.57093  0.60251  0.60500
 0.30645  0.47367  0.79707  0.91123  0.93107
 0.27684  0.43235  0.76376  0.91773  0.93791
 0.40756  0.64243  0.91124  0.99951  1.00000
 0.29704  0.35015  0.57941  0.76918  0.82100
 0.26711  0.34669  0.63859  0.80075  0.84491
 0.01684  0.09020  0.41117  0.67685  0.74940
 0.01377  0.07014  0.28169  0.52335  0.61436
 0.00249  0.01471  0.12758  0.41316  0.51351
 0.00191  0.01127  0.09848  0.33459  0.43464
 0.30932  0.51008  0.82469  0.92604  0.96718
 0.32673  0.56214  0.80315  0.92944  0.94649
 0.47665  0.70831  0.85912  0.88566  0.90848
 0.39460  0.57534  0.76948  0.86569  0.89322
 0.06840  0.25510  0.61408  0.88205  0.94135
 0.06321  0.23590  0.57101  0.83607  0.90645
 0.08990  0.31366  0.65258  0.83859  0.90714
 0.07245  0.25857  0.61202  0.84227  0.89615
