 0.23531  0.25003  0.25029  0.25174  0.25348
 0.18825  0.20003  0.20025  0.20147  0.20293
 0.13447  0.14291  0.14332  0.14563  0.14838
 0.00080  0.00328  0.02623  0.08522  0.11046
 0.00002  0.00009  0.00079  0.00467  0.00929
 0.00101  0.00417  0.03337  0.10838  0.14042
 0.00086  0.00353  0.02827  0.09187  0.11915
 0.00159  0.00653  0.05219  0.16878  0.21761
 0.00139  0.00570  0.04559  0.14722  0.18949
 0.00031  0.00114  0.01005  0.05584  0.10350
 0.00001  0.00004  0.00034  0.00199  0.00398
 0.00007  0.00033  0.00309  0.01802  0.03506
 0.00007  0.00035  0.00330  0.01923  0.03733
 0.00011  0.00048  0.00456  0.02656  0.05166
 0.00153  0.00672  0.05414  0.17140  0.21658
 0.00008  0.00036  0.00336  0.01969  0.03864
 0.05087  0.10946  0.20316  0.41623  0.49161
 0.04676  0.10110  0.19725  0.43494  0.53283
 0.00906  0.03965  0.27128  0.51207  0.53373
 0.00659  0.03156  0.18325  0.36133  0.44179
 0.00902  0.04342  0.24985  0.46903  0.55125
 0.00885  0.04269  0.21825  0.30935  0.35531
 0.00047  0.00247  0.02296  0.10611  0.16451
 0.00051  0.00272  0.02528  0.11497  0.17478
 0.00038  0.00205  0.01902  0.08658  0.13178
 0.00004  0.00017  0.00149  0.00865  0.01682
 0.00005  0.00019  0.00171  0.00993  0.01930
 0.00428  0.01574  0.10303  0.24429  0.30951
 0.00478  0.01699  0.11420  0.29915  0.37857
 0.00820  0.02957  0.18809  0.39692  0.46563
 0.02165  0.07547  0.23819  0.49124  0.59438
 0.01853  0.06787  0.16395  0.33524  0.44805
 0.00083  0.00321  0.02727  0.12248  0.19254
 0.00081  0.00307  0.02570  0.11197  0.17191
 0.00085  0.00321  0.02686  0.11507  0.17363
 0.00126  0.00660  0.05873  0.23098  0.32528
 0.00109  0.00568  0.05050  0.19893  0.28069
 0.00127  0.00662  0.05881  0.23146  0.32622
 0.00125  0.00680  0.06040  0.22436  0.29901
 0.00029  0.00112  0.00988  0.05320  0.09543
 0.00027  0.00122  0.01122  0.05995  0.10601
 0.00023  0.00105  0.00968  0.05175  0.09160
 0.00007  0.00031  0.00288  0.01685  0.03296
 0.00008  0.00035  0.00329  0.01924  0.03760
 0.00007  0.00033  0.00303  0.01774  0.03471
 0.03822  0.09786  0.18342  0.28983  0.33940
 0.05733  0.14678  0.27508  0.43444  0.50850
 0.00144  0.00656  0.05322  0.16502  0.20379
 0.00154  0.00702  0.05690  0.17334  0.20946
 0.00008  0.00029  0.00253  0.01470  0.02881
 0.00033  0.00162  0.01522  0.08192  0.14579
 0.00040  0.00194  0.01825  0.09826  0.17486
 0.00050  0.00242  0.02279  0.12270  0.21833
 0.00173  0.00658  0.05499  0.22877  0.33088
 0.00099  0.00377  0.03146  0.13097  0.18956
 0.00265  0.01354  0.09308  0.22963  0.30738
 0.00244  0.01242  0.08542  0.21107  0.28293
 0.00046  0.00127  0.00990  0.05528  0.10439
 0.00319  0.01753  0.11502  0.23109  0.29590
 0.00372  0.02045  0.13418  0.26955  0.34511
 0.00543  0.03004  0.19538  0.37120  0.45576
 0.00007  0.00031  0.00286  0.01655  0.03199
 0.00666  0.02925  0.10753  0.15983  0.20126
 0.00606  0.02662  0.09803  0.14691  0.18615
 0.00491  0.02151  0.08237  0.14475  0.19967
 0.01578  0.07024  0.24506  0.28230  0.31042
 0.01326  0.05824  0.21278  0.30640  0.37688
 0.01910  0.07339  0.25521  0.39945  0.46642
 0.01721  0.06612  0.23027  0.36290  0.42643
 0.03013  0.12018  0.35157  0.54011  0.60121
 0.02284  0.08651  0.26542  0.32626  0.36073
 0.01262  0.04401  0.21411  0.31191  0.36353
 0.00027  0.00112  0.01020  0.05677  0.10503
 0.00020  0.00094  0.00872  0.04673  0.08312
 0.00004  0.00020  0.00185  0.01091  0.02150
 0.00003  0.00016  0.00148  0.00874  0.01722
 0.00280  0.01275  0.10243  0.31351  0.39178
 0.03311  0.10858  0.25581  0.45159  0.52819
 0.05452  0.17961  0.39135  0.61048  0.68625
 0.06115  0.19757  0.36187  0.47672  0.56538
 0.00092  0.00378  0.03289  0.15025  0.23512
 0.00085  0.00350  0.03043  0.13910  0.21783
 0.00120  0.00476  0.04065  0.17717  0.26662
 0.00099  0.00391  0.03347  0.14859  0.22839
 0.01324  0.05387  0.21448  0.33660  0.42951
 0.00982  0.04003  0.18879  0.34309  0.42735
 0.00979  0.03987  0.18726  0.33455  0.41156
 0.01215  0.04962  0.22674  0.36266  0.42156
 0.00038  0.00162  0.01467  0.07718  0.13511
 0.00010  0.00042  0.00387  0.02275  0.04469
 0.00114  0.00476  0.03970  0.14823  0.20081
 0.00125  0.00521  0.04334  0.16015  0.21422
 0.00005  0.00022  0.00205  0.01214  0.02406
 0.00158  0.00657  0.05454  0.19902  0.26198
