fit_key,root,root_label,rho,arm,gamma_coefficient,gamma_exponent,gamma,mse,rmse,work,path
ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1,RW-BV,3,0,3.0,0.001761,0.041969,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_1
ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1,RW-BV,3,0,3.0,0.002756,0.052499,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_2
ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1,RW-BV,3,0,3.0,0.002242,0.047346,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_RW-BV1_fit_3
ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1,BV-RW,3,0,3.0,0.001825,0.042716,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_1
ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1,BV-RW,3,0,3.0,0.002803,0.052946,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_2
ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1,BV-RW,3,0,3.0,0.002295,0.047909,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1_n0_BV-RW0_fit_3
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,BV-RW,8,-1,0.8,0.001493,0.038638,0.01184,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_1
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,BV-RW,8,-1,0.8,0.001588,0.039847,0.01301,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_3
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,BV-RW,8,-1,0.8,0.002186,0.046752,0.01541,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_2
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,RW-BV,8,-1,0.8,0.003031,0.055057,0.01823,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_2
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,RW-BV,8,-1,0.8,0.002044,0.045208,0.01434,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_3
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,RW-BV,8,-1,0.8,0.002016,0.044897,0.01482,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_1
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,RW-Only,8,-1,0.8,0.002016,0.044897,0.01482,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_1
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,RW-Only,8,-1,0.8,0.003031,0.055057,0.01823,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_2
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,RW-Only,8,-1,0.8,0.002044,0.045208,0.01434,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_3
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,RW-BV,3,0,3.0,0.001529,0.039103,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_1
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,RW-BV,3,0,3.0,0.001681,0.041003,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_3
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,RW-BV,3,0,3.0,0.002211,0.047018,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_2
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,BV-RW,3,0,3.0,0.00222,0.047118,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_2
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,BV-RW,3,0,3.0,0.001537,0.039209,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_1
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1,gamma=-1 sweep,1000,BV-RW,3,0,3.0,0.001689,0.041099,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_m1/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n00/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW0_fit_3
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,BV-RW,8,0,8.0,0.001018,0.03191,0.51948,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_1
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,BV-RW,8,0,8.0,0.00105,0.032397,0.67512,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_3
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,BV-RW,8,0,8.0,0.001421,0.037694,0.83886,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_BV-RW1_fit_2
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,RW-BV,8,0,8.0,0.002041,0.04518,1.09,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_2
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,RW-BV,8,0,8.0,0.001369,0.036998,0.84552,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_3
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,RW-BV,8,0,8.0,0.001364,0.036932,0.67567,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV0_fit_1
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,RW-Only,8,0,8.0,0.001364,0.036932,0.67567,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_1
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,RW-Only,8,0,8.0,0.002041,0.04518,1.09,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_2
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,RW-Only,8,0,8.0,0.001369,0.036998,0.84552,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/RW_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_RW_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-Only0_fit_3
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_1,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,RW-BV,3,0,3.0,0.00146,0.038204,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_1
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_3,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,RW-BV,3,0,3.0,0.001613,0.04016,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_3
ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_2,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0,gamma=0 sweep,1000,RW-BV,3,0,3.0,0.00213,0.046148,0.0,figure_scripts/kinetic_simulation/_fits_peptide_calibration_gamma_0/ISO-Bimodal/split-R3/rho1000/n0/data/Sweep-Methods/TeaA_ISO-Bimodal_rho1000_n0/Benchmark/BV_bench/TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_BV_bench_R3_k_sequence/train_TeaA_ISO-Bimodal_rho1000_n0_RW-BV1_fit_2
